gene,methylation_expr_corr,scaling_factor,modulation_type
SAFB2,0.1356213,1.1356213,enhancement
SAG,-0.19687803,0.803122,suppression
SAGE1,-0.057772376,0.9422276,suppression
SALL1,-0.0040261284,0.9959739,suppression
SALL3,0.07497463,1.0749747,enhancement
SAMD1,0.07074423,1.0707443,enhancement
SAMD10,0.0149557935,1.0149558,enhancement
SAMD11,-0.2253462,0.7746538,suppression
SAMD4A,-0.04982982,0.95017016,suppression
SAMD4B,0.025244288,1.0252442,enhancement
SAMM50,-0.13238317,0.86761683,suppression
SAP130,0.009984509,1.0099845,enhancement
SAP25,-0.061984893,0.9380151,suppression
SAP30,-0.013218226,0.9867818,suppression
SAP30BP,0.05008563,1.0500857,enhancement
SAP30L,-0.012350096,0.9876499,suppression
SAR1B,-0.018627882,0.9813721,suppression
SARM1,-0.025027938,0.97497207,suppression
SART1,0.043304924,1.0433049,enhancement
SASH1,-0.22516885,0.7748312,suppression
SASH3,-0.23429056,0.76570946,suppression
SAT1,-0.046636183,0.95336384,suppression
SATB2,-0.00053178205,0.9994682,suppression
SAXO1,0.0319692,1.0319692,enhancement
SAXO2,0.046588108,1.0465881,enhancement
SBDS,-0.04559915,0.95440084,suppression
SBDSP1,-0.0048412313,0.9951588,suppression
SBF1,0.084692225,1.0846922,enhancement
SBF2,-0.032433454,0.96756655,suppression
SBK3,-0.025054604,0.9749454,suppression
SBNO2,-0.0056409184,0.9943591,suppression
SBSPON,-0.25719276,0.74280727,suppression
SCAF1,0.021685831,1.0216858,enhancement
SCAF11,-0.05198877,0.9480112,suppression
SCAF8,0.015773278,1.0157733,enhancement
SCAMP1,-0.040693287,0.9593067,suppression
SCAMP4,0.06663742,1.0666374,enhancement
SCAND2P,-0.021452175,0.9785478,suppression
SCAP,0.008128048,1.008128,enhancement
SCARA3,-0.054916527,0.9450835,suppression
SCARB2,0.015928725,1.0159287,enhancement
SCARF1,-0.032313522,0.9676865,suppression
SCARF2,-0.10665223,0.89334774,suppression
SCD,0.03244223,1.0324422,enhancement
SCD5,-0.09830849,0.9016915,suppression
SCFD2,-0.08223081,0.9177692,suppression
SCGB1B2P,-0.027607774,0.9723922,suppression
SCGB3A1,-0.3891093,0.6108907,suppression
SCLT1,0.02971082,1.0297108,enhancement
SCLY,0.013198315,1.0131983,enhancement
SCMH1,0.06853056,1.0685306,enhancement
SCML2,-0.05347997,0.94652003,suppression
SCN11A,0.07059529,1.0705953,enhancement
SCN4A,-0.0111828605,0.98881716,suppression
SCN5A,0.016672898,1.0166728,enhancement
SCNN1B,-0.06934259,0.9306574,suppression
SCNN1G,-0.0496856,0.9503144,suppression
SCO1,-0.065885305,0.9341147,suppression
SCO2,0.07538909,1.0753891,enhancement
SCP2,-0.052267596,0.9477324,suppression
SCPEP1,-0.20482104,0.79517895,suppression
SCRN1,-0.43373358,0.5662664,suppression
SCRN2,0.024535641,1.0245357,enhancement
SCRT1,-0.0018592443,0.99814075,suppression
SCT,0.0026943367,1.0026944,enhancement
SCTR,0.025138525,1.0251385,enhancement
SCUBE1,0.016924014,1.016924,enhancement
SCUBE3,-0.09836651,0.9016335,suppression
SCYL2,-0.06614589,0.9338541,suppression
SDC1,-0.0041716127,0.9958284,suppression
SDCBP,-0.048938636,0.95106137,suppression
SDCBP2,-0.065435775,0.93456423,suppression
SDE2,-0.030655012,0.969345,suppression
SDF2,-0.053404126,0.94659585,suppression
SDF2L1,-0.011884137,0.98811585,suppression
SDHA,-0.016368128,0.98363185,suppression
SDHAF1,-0.03265578,0.9673442,suppression
SDHAP1,0.031992473,1.0319924,enhancement
SDHB,0.05211051,1.0521106,enhancement
SDHC,-0.10988735,0.89011264,suppression
SDHD,-0.09831284,0.90168715,suppression
SDK1,-0.016047662,0.98395234,suppression
SDR39U1,-0.041961666,0.95803833,suppression
SDR42E1,-0.31892166,0.6810783,suppression
SDSL,-0.026268382,0.97373164,suppression
SEC14L1,-0.014963417,0.9850366,suppression
SEC14L4,-0.10674873,0.8932513,suppression
SEC16A,0.03309874,1.0330987,enhancement
SEC22A,-0.0030225946,0.9969774,suppression
SEC22C,-0.014804919,0.9851951,suppression
SEC23A,-0.07264046,0.9273595,suppression
SEC23B,-0.02623277,0.9737672,suppression
SEC23IP,-0.07952925,0.9204708,suppression
SEC24B,-0.060186803,0.9398132,suppression
SEC31B,0.057258226,1.0572582,enhancement
SEC61A1,0.019713864,1.0197139,enhancement
SEC61G,-0.039893202,0.9601068,suppression
SEC62,0.011594649,1.0115947,enhancement
SEC63,-0.13899957,0.8610004,suppression
SECISBP2L,0.011325349,1.0113254,enhancement
SECTM1,-0.07173066,0.9282693,suppression
SEH1L,0.023143373,1.0231434,enhancement
SEL1L,0.0074076634,1.0074077,enhancement
SEMA3B,0.23653181,1.2365319,enhancement
SEMA3F,0.002842275,1.0028423,enhancement
SEMA6A,-0.1422906,0.8577094,suppression
SEMA6C,0.047255684,1.0472556,enhancement
SEMA7A,-0.03018077,0.96981925,suppression
SENP2,-0.025170067,0.9748299,suppression
SENP3,-0.0471559,0.9528441,suppression
SENP5,-0.017500449,0.98249954,suppression
SEPHS2,0.018769365,1.0187694,enhancement
SEPSECS,-0.012513641,0.98748636,suppression
SEPT5,-0.019216938,0.98078305,suppression
SEPT7,0.012210081,1.0122101,enhancement
SERAC1,0.055544514,1.0555445,enhancement
SERBP1,0.030887336,1.0308874,enhancement
SERF2,-0.021653017,0.978347,suppression
SERHL2,0.033115637,1.0331156,enhancement
SERINC1,-0.00937553,0.9906245,suppression
SERINC4,-0.0042683124,0.9957317,suppression
SERINC5,0.057698067,1.057698,enhancement
SERP1,-0.0017091888,0.99829084,suppression
SERPINA12,-0.010266819,0.98973316,suppression
SERPINB6,0.0067685773,1.0067686,enhancement
SERPING1,0.18704674,1.1870468,enhancement
SERPINI1,0.011825207,1.0118252,enhancement
SERTAD2,-0.028505128,0.97149485,suppression
SERTAD3,-0.07003814,0.92996186,suppression
SESN1,0.005498061,1.005498,enhancement
SESN2,0.020712327,1.0207124,enhancement
SESN3,-0.17250755,0.8274925,suppression
SESTD1,-0.012318796,0.9876812,suppression
SET,-0.078703344,0.92129666,suppression
SETBP1,0.010862602,1.0108626,enhancement
SETD3,0.031719033,1.0317191,enhancement
SETD4,-0.078996144,0.9210039,suppression
SETD5,0.001430314,1.0014303,enhancement
SETD7,0.00220019,1.0022002,enhancement
SETD9,-0.07168811,0.9283119,suppression
SETMAR,0.0068881903,1.0068882,enhancement
SETX,0.014824371,1.0148244,enhancement
SF1,0.03981388,1.0398139,enhancement
SF3A1,0.022091657,1.0220916,enhancement
SF3A2,0.085461706,1.0854617,enhancement
SF3A3,-0.055820778,0.94417924,suppression
SF3B5,-0.052177753,0.9478223,suppression
SFMBT1,0.015765367,1.0157653,enhancement
SFMBT2,-0.10794509,0.8920549,suppression
SFN,-0.16819753,0.8318025,suppression
SFRP1,-0.3818035,0.6181965,suppression
SFRP4,0.010839997,1.0108399,enhancement
SFSWAP,0.13912885,1.1391288,enhancement
SFT2D1,-0.053574856,0.94642514,suppression
SFT2D2,-0.1998906,0.8001094,suppression
SFXN2,-0.002937288,0.9970627,suppression
SFXN4,-0.09801213,0.90198785,suppression
SFXN5,-0.13997263,0.8600274,suppression
SGK1,-0.07095714,0.9290429,suppression
SGK3,-0.0039275293,0.9960725,suppression
SGMS1,-0.012345558,0.98765445,suppression
SGMS2,-0.007935648,0.99206436,suppression
SGPP1,-0.09879127,0.90120876,suppression
SGPP2,-0.10328073,0.8967193,suppression
SGTA,0.07779097,1.077791,enhancement
SGTB,-0.056341745,0.94365823,suppression
SH2B1,0.13586748,1.1358675,enhancement
SH2B3,-0.037300844,0.9626992,suppression
SH2D4A,-0.23126997,0.76873004,suppression
SH3BGR,0.034859538,1.0348595,enhancement
SH3BGRL2,-0.0832949,0.91670513,suppression
SH3BP2,0.05567684,1.0556768,enhancement
SH3BP4,-0.030294105,0.9697059,suppression
SH3BP5L,-0.0006541023,0.9993459,suppression
SH3D21,0.01671065,1.0167106,enhancement
SH3GL1,-0.02308743,0.97691256,suppression
SH3GL1P1,0.0067867464,1.0067867,enhancement
SH3GLB1,-0.108681716,0.89131826,suppression
SH3GLB2,0.10568656,1.1056865,enhancement
SH3PXD2A,-0.05172048,0.9482795,suppression
SH3RF1,-0.06486666,0.93513334,suppression
SH3RF3,-0.033259574,0.9667404,suppression
SH3TC1,-0.18471546,0.81528455,suppression
SHANK1,-0.0043716473,0.99562836,suppression
SHANK2,0.31930313,1.3193032,enhancement
SHB,0.0028432598,1.0028433,enhancement
SHBG,0.017424928,1.017425,enhancement
SHC2,-0.22900295,0.77099705,suppression
SHCBP1,0.0534781,1.0534781,enhancement
SHE,-0.13890323,0.86109674,suppression
SHF,-0.07875742,0.9212426,suppression
SHH,-0.010880424,0.9891196,suppression
SHISA2,-0.37573865,0.6242614,suppression
SHISA4,-0.0069620265,0.993038,suppression
SHISA5,0.05617898,1.0561789,enhancement
SHISA6,-0.021860369,0.97813964,suppression
SHISA7,0.046642605,1.0466427,enhancement
SHISA8,0.015899722,1.0158998,enhancement
SHISA9,-0.016939469,0.98306054,suppression
SHKBP1,-0.16605136,0.8339486,suppression
SHMT1,0.04177474,1.0417747,enhancement
SHOX,-0.0010940736,0.9989059,suppression
SHPK,0.059709553,1.0597095,enhancement
SHPRH,0.018701125,1.0187011,enhancement
SHQ1,0.016315548,1.0163156,enhancement
SHROOM1,-0.3391395,0.66086054,suppression
SHROOM2,-0.019876972,0.98012304,suppression
SHROOM4,-0.011040518,0.9889595,suppression
SIAE,0.019917732,1.0199177,enhancement
SIAH1,0.027531026,1.027531,enhancement
SIAH2,0.03718878,1.0371888,enhancement
SIDT2,0.04915019,1.0491502,enhancement
SIGIRR,-0.12159877,0.8784012,suppression
SIGMAR1,0.007800721,1.0078007,enhancement
SIK1,-0.007887159,0.9921128,suppression
SIK2,0.015702369,1.0157024,enhancement
SIL1,0.015400612,1.0154006,enhancement
SIM2,-0.13065907,0.8693409,suppression
SIN3A,0.054282665,1.0542827,enhancement
SIN3B,0.080763996,1.080764,enhancement
SIPA1,-0.06384776,0.9361522,suppression
SIPA1L3,0.063489065,1.0634891,enhancement
SIRPA,-0.051530335,0.94846964,suppression
SIRT2,0.011533665,1.0115336,enhancement
SIRT3,-0.05667222,0.9433278,suppression
SIRT4,0.006784247,1.0067842,enhancement
SIRT5,-0.046361383,0.9536386,suppression
SIRT6,0.020091407,1.0200914,enhancement
SIRT7,-0.012460093,0.9875399,suppression
SIX1,-0.2699937,0.73000634,suppression
SIX2,-0.039384805,0.9606152,suppression
SKA1,-0.045808233,0.95419174,suppression
SKA2,-0.040266473,0.95973355,suppression
SKA3,-0.03528906,0.96471095,suppression
SKAP1,-0.3400897,0.6599103,suppression
SKAP2,-0.34790614,0.6520939,suppression
SKI,0.03937352,1.0393735,enhancement
SKIDA1,-0.047920685,0.9520793,suppression
SKIL,-0.022440264,0.97755975,suppression
SKOR1,-0.03967443,0.9603256,suppression
SKP1,0.01505924,1.0150592,enhancement
SKP2,0.039861113,1.0398611,enhancement
SLAIN1,-0.37350836,0.62649167,suppression
SLC10A3,-0.113143094,0.8868569,suppression
SLC10A6,-0.047698535,0.95230144,suppression
SLC10A7,0.0054558716,1.0054559,enhancement
SLC11A2,0.019233512,1.0192335,enhancement
SLC12A2,-0.035726883,0.9642731,suppression
SLC12A4,0.049151164,1.0491512,enhancement
SLC12A7,-0.039021857,0.96097815,suppression
SLC12A8,-0.12892333,0.8710767,suppression
SLC12A9,0.045300197,1.0453002,enhancement
SLC13A3,0.056929894,1.05693,enhancement
SLC15A4,-0.09204544,0.9079546,suppression
SLC16A1,0.03918811,1.0391881,enhancement
SLC16A11,-0.04048744,0.9595126,suppression
SLC16A12,0.045265988,1.045266,enhancement
SLC16A13,-0.035063885,0.96493614,suppression
SLC16A2,0.048404694,1.0484047,enhancement
SLC16A3,-0.007022345,0.9929777,suppression
SLC16A5,-0.51121634,0.48878366,suppression
SLC16A6,0.009605744,1.0096058,enhancement
SLC16A9,-0.060741145,0.9392589,suppression
SLC18A3,0.011203365,1.0112034,enhancement
SLC19A1,-0.0435841,0.9564159,suppression
SLC1A1,-0.08356543,0.9164346,suppression
SLC1A2,0.006542029,1.0065421,enhancement
SLC1A4,0.05044129,1.0504413,enhancement
SLC1A5,-0.0046173297,0.99538267,suppression
SLC20A1,0.09292077,1.0929208,enhancement
SLC20A2,0.0041298247,1.0041298,enhancement
SLC22A18,-0.15827611,0.8417239,suppression
SLC22A23,0.054663517,1.0546635,enhancement
SLC22A4,0.0064465725,1.0064466,enhancement
SLC24A1,0.0071459566,1.007146,enhancement
SLC24A3,-0.1466816,0.8533184,suppression
SLC25A1,0.06170355,1.0617036,enhancement
SLC25A10,-0.0609717,0.9390283,suppression
SLC25A11,0.014289546,1.0142895,enhancement
SLC25A14,-0.032679394,0.9673206,suppression
SLC25A15,-0.022811664,0.97718835,suppression
SLC25A16,-0.06044004,0.93955994,suppression
SLC25A17,0.028859552,1.0288595,enhancement
SLC25A19,-1.1467034e-06,0.99999887,suppression
SLC25A21,-0.13989899,0.860101,suppression
SLC25A24,-0.022202551,0.97779745,suppression
SLC25A25,-0.01235091,0.9876491,suppression
SLC25A29,0.0537169,1.0537169,enhancement
SLC25A3,-0.060938872,0.9390611,suppression
SLC25A30,-0.005694275,0.99430573,suppression
SLC25A31,-0.038647003,0.961353,suppression
SLC25A32,-0.033406924,0.9665931,suppression
SLC25A35,0.04588143,1.0458814,enhancement
SLC25A36,0.012686204,1.0126863,enhancement
SLC25A37,0.04767223,1.0476723,enhancement
SLC25A4,-0.15267017,0.84732985,suppression
SLC25A40,-0.06263122,0.93736875,suppression
SLC25A42,0.07843008,1.07843,enhancement
SLC25A43,-0.03809364,0.9619064,suppression
SLC25A44,0.0011850956,1.001185,enhancement
SLC25A46,-0.06240989,0.9375901,suppression
SLC25A5,-0.06898974,0.93101025,suppression
SLC26A1,-0.04847268,0.9515273,suppression
SLC26A11,0.061536,1.061536,enhancement
SLC26A5,-0.20761706,0.79238296,suppression
SLC26A6,0.028775334,1.0287753,enhancement
SLC26A8,-0.051722445,0.94827753,suppression
SLC26A9,0.06906442,1.0690644,enhancement
SLC27A3,-0.23541345,0.76458657,suppression
SLC27A4,0.003351879,1.0033519,enhancement
SLC27A6,-0.07834941,0.9216506,suppression
SLC29A1,-0.034995724,0.96500427,suppression
SLC29A2,-0.07381361,0.9261864,suppression
SLC2A10,-0.11940785,0.88059217,suppression
SLC2A11,-0.017952505,0.9820475,suppression
SLC2A13,0.07197986,1.0719799,enhancement
SLC2A4,-0.04432652,0.95567346,suppression
SLC2A4RG,0.03242803,1.032428,enhancement
SLC2A6,-0.19200005,0.80799997,suppression
SLC2A8,0.005518544,1.0055186,enhancement
SLC30A1,-0.0010678801,0.9989321,suppression
SLC30A4,0.055859547,1.0558596,enhancement
SLC30A6,-0.08210535,0.91789466,suppression
SLC30A7,0.068568245,1.0685682,enhancement
SLC30A8,-0.043048963,0.956951,suppression
SLC30A9,-0.023496337,0.9765037,suppression
SLC31A1,-0.027290914,0.97270906,suppression
SLC34A2,-0.22069576,0.77930427,suppression
SLC34A3,-0.016786247,0.9832138,suppression
SLC35A1,0.003403878,1.0034039,enhancement
SLC35A3,-0.054097284,0.9459027,suppression
SLC35A4,-0.035548385,0.9644516,suppression
SLC35A5,-0.084164925,0.9158351,suppression
SLC35B1,0.016338313,1.0163383,enhancement
SLC35B3,-0.077658005,0.922342,suppression
SLC35C1,-0.0577759,0.9422241,suppression
SLC35C2,-0.009827856,0.99017215,suppression
SLC35D1,-0.012154495,0.9878455,suppression
SLC35D2,-0.09283918,0.9071608,suppression
SLC35E1,0.033683226,1.0336832,enhancement
SLC35E4,-0.02023798,0.979762,suppression
SLC35F2,-0.102011174,0.8979888,suppression
SLC35F3,-0.15305744,0.84694254,suppression
SLC35G2,-0.32646608,0.6735339,suppression
SLC37A2,-0.053929977,0.94607,suppression
SLC37A3,-0.088542975,0.911457,suppression
SLC38A1,-0.04509462,0.9549054,suppression
SLC38A10,0.029552331,1.0295523,enhancement
SLC38A2,-0.054133482,0.9458665,suppression
SLC38A9,-0.015622483,0.9843775,suppression
SLC39A1,-0.06196221,0.9380378,suppression
SLC39A13,0.015265169,1.0152652,enhancement
SLC39A3,-0.0804587,0.9195413,suppression
SLC39A4,-0.36878172,0.6312183,suppression
SLC39A6,0.023546843,1.0235468,enhancement
SLC39A7,0.018230481,1.0182304,enhancement
SLC39A9,-0.023256728,0.9767433,suppression
SLC3A2,-0.024041437,0.9759586,suppression
SLC41A1,-0.011181232,0.98881876,suppression
SLC43A1,-0.02976823,0.9702318,suppression
SLC43A2,-0.02000781,0.9799922,suppression
SLC44A1,0.000109817716,1.0001098,enhancement
SLC44A3,-0.09800112,0.9019989,suppression
SLC45A1,0.0070052627,1.0070052,enhancement
SLC46A1,-0.02765118,0.9723488,suppression
SLC46A2,0.017151171,1.0171511,enhancement
SLC46A3,-0.30807343,0.6919266,suppression
SLC4A11,-0.0429375,0.9570625,suppression
SLC4A2,0.15574583,1.1557459,enhancement
SLC4A8,-0.11709803,0.88290197,suppression
SLC50A1,-0.050195307,0.94980466,suppression
SLC51A,-0.21588564,0.78411436,suppression
SLC52A1,-0.198222,0.801778,suppression
SLC5A3,0.08705685,1.0870569,enhancement
SLC5A5,0.0024472815,1.0024472,enhancement
SLC5A7,-0.014229938,0.98577005,suppression
SLC6A11,-0.00512003,0.99487996,suppression
SLC6A18,-0.0734198,0.9265802,suppression
SLC6A19,-0.03666665,0.96333337,suppression
SLC6A2,-0.03986555,0.96013445,suppression
SLC6A20,-0.015619874,0.9843801,suppression
SLC6A3,-0.012506366,0.98749363,suppression
SLC6A4,0.00905616,1.0090562,enhancement
SLC6A5,-0.005696886,0.9943031,suppression
SLC6A8,-0.06370686,0.9362931,suppression
SLC7A1,0.03602411,1.0360241,enhancement
SLC7A11,-0.0070454255,0.99295455,suppression
SLC7A2,-0.18399708,0.8160029,suppression
SLC7A4,-0.51960766,0.48039234,suppression
SLC7A5,-0.15038976,0.8496102,suppression
SLC7A5P1,-0.07952693,0.9204731,suppression
SLC7A6,0.010179647,1.0101796,enhancement
SLC7A8,-0.22455615,0.77544385,suppression
SLC8A3,0.006390099,1.0063901,enhancement
SLC9A2,-0.21500058,0.78499943,suppression
SLC9A3,-0.018565275,0.9814347,suppression
SLC9A3R2,-0.11590466,0.8840953,suppression
SLC9A5,0.013885364,1.0138854,enhancement
SLC9A7,-0.019468095,0.98053193,suppression
SLC9A8,0.06621003,1.06621,enhancement
SLC9B1,0.013860864,1.0138608,enhancement
SLCO4A1,-0.035728887,0.9642711,suppression
SLCO4C1,-0.008177007,0.991823,suppression
SLFN11,-0.43851167,0.56148833,suppression
SLFN12L,-0.0368737,0.9631263,suppression
SLFN13,0.010757767,1.0107578,enhancement
SLFN5,-0.14655562,0.8534444,suppression
SLIRP,-0.039491657,0.96050835,suppression
SLIT2,-0.12911978,0.87088025,suppression
SLITRK2,0.0062095975,1.0062096,enhancement
SLITRK3,0.0036403367,1.0036403,enhancement
SLITRK4,-0.1017682,0.8982318,suppression
SLITRK5,-0.074386895,0.9256131,suppression
SLMAP,0.05692276,1.0569228,enhancement
SLTM,0.021291833,1.0212919,enhancement
SLU7,-0.0015794816,0.99842054,suppression
SLX4,0.046798415,1.0467985,enhancement
SLX4IP,0.05332453,1.0533246,enhancement
SMAD1,-0.114511296,0.8854887,suppression
SMAD2,-0.022673696,0.9773263,suppression
SMAD3,0.077946745,1.0779468,enhancement
SMAD4,-0.07977255,0.92022747,suppression
SMAD5,-0.013057139,0.9869429,suppression
SMAD7,-0.016822223,0.9831778,suppression
SMAGP,-0.024657512,0.9753425,suppression
SMAP1,-0.024213133,0.97578686,suppression
SMARCA2,-0.0077607515,0.99223924,suppression
SMARCAD1,-0.013270801,0.9867292,suppression
SMARCB1,0.013852597,1.0138526,enhancement
SMARCC1,0.01197679,1.0119768,enhancement
SMARCD3,-0.031552915,0.9684471,suppression
SMARCE1,-0.010902957,0.98909706,suppression
SMC1A,-0.06021862,0.93978137,suppression
SMC2,-0.0074499804,0.99255,suppression
SMC4,0.010273712,1.0102737,enhancement
SMC6,-0.040756647,0.95924336,suppression
SMCHD1,-0.0012250231,0.998775,suppression
SMCO4,-0.08682281,0.9131772,suppression
SMCR8,0.026024537,1.0260246,enhancement
SMDT1,-0.112729765,0.8872702,suppression
SMEK1,0.11154384,1.1115439,enhancement
SMG1,0.03179751,1.0317975,enhancement
SMG6,-0.021213526,0.97878647,suppression
SMG7,0.093714505,1.0937145,enhancement
SMG9,0.068676785,1.0686768,enhancement
SMIM10,-0.021718983,0.978281,suppression
SMIM10L2A,-0.0084791975,0.9915208,suppression
SMIM10L2B,0.014567641,1.0145676,enhancement
SMIM11,-0.007588785,0.9924112,suppression
SMIM13,-0.055537976,0.944462,suppression
SMIM14,0.084301375,1.0843014,enhancement
SMIM15,-0.017667416,0.9823326,suppression
SMIM17,0.008102449,1.0081024,enhancement
SMIM19,0.0040035336,1.0040035,enhancement
SMIM20,-0.11997549,0.8800245,suppression
SMIM24,-0.06947036,0.93052965,suppression
SMIM5,-0.047172662,0.95282733,suppression
SMIM8,-0.057998072,0.94200194,suppression
SMKR1,0.02553215,1.0255321,enhancement
SMO,-0.3422635,0.65773654,suppression
SMOC1,-0.16491356,0.83508646,suppression
SMOC2,-0.22984895,0.770151,suppression
SMOX,-0.01571972,0.9842803,suppression
SMPD1,0.00869958,1.0086995,enhancement
SMPD2,0.009195244,1.0091952,enhancement
SMPD4,0.03058053,1.0305805,enhancement
SMPDL3B,-0.014437667,0.9855623,suppression
SMPX,0.045580078,1.04558,enhancement
SMS,-0.11117875,0.88882124,suppression
SMU1,-0.13442428,0.86557573,suppression
SMUG1,0.00014386457,1.0001439,enhancement
SMURF1,0.04849246,1.0484924,enhancement
SMURF2,0.014265289,1.0142653,enhancement
SMYD2,-0.14882615,0.8511739,suppression
SMYD4,-0.0045423266,0.99545765,suppression
SNAI1,-0.01998299,0.980017,suppression
SNAP47,-0.04504109,0.9549589,suppression
SNAPC1,0.0013814125,1.0013814,enhancement
SNAPC2,0.04623059,1.0462306,enhancement
SNAPC3,-0.036842044,0.96315795,suppression
SNAPC4,0.08848965,1.0884897,enhancement
SNAPIN,-0.06438154,0.93561846,suppression
SNAR-E,-0.006009989,0.99399,suppression
SNCAIP,-0.15693644,0.8430636,suppression
SND1,0.014879605,1.0148796,enhancement
SNED1,-0.032270968,0.96772903,suppression
SNF8,0.063795716,1.0637957,enhancement
SNHG10,-0.022178404,0.9778216,suppression
SNHG5,-0.043618623,0.9563814,suppression
SNIP1,-0.032418083,0.9675819,suppression
SNORA64,-0.1757267,0.8242733,suppression
SNORD101,0.0067882556,1.0067883,enhancement
SNORD15A,-0.015336748,0.98466325,suppression
SNORD25,0.00047908313,1.0004791,enhancement
SNORD33,0.005208765,1.0052087,enhancement
SNORD56B,-0.023138057,0.97686195,suppression
SNPH,-0.13276683,0.86723316,suppression
SNRK,-0.009269141,0.9907309,suppression
SNRNP200,0.008994375,1.0089943,enhancement
SNRNP25,0.07983303,1.079833,enhancement
SNRNP27,-0.06167726,0.9383227,suppression
SNRNP35,0.052030716,1.0520307,enhancement
SNRNP40,-0.045345973,0.95465404,suppression
SNRPA,0.0833751,1.0833751,enhancement
SNRPA1,-0.03460968,0.9653903,suppression
SNRPB,0.035421345,1.0354214,enhancement
SNRPB2,-0.009646525,0.99035347,suppression
SNRPC,-0.052569833,0.9474302,suppression
SNRPD2,-0.01219435,0.98780566,suppression
SNRPD3,-0.040581893,0.9594181,suppression
SNTB2,0.041632675,1.0416327,enhancement
SNTG1,0.012097289,1.0120972,enhancement
SNTG2,-0.05495714,0.94504285,suppression
SNX11,0.030990638,1.0309906,enhancement
SNX13,-0.018361598,0.98163843,suppression
SNX15,-0.06832224,0.93167776,suppression
SNX17,0.011414064,1.011414,enhancement
SNX18,0.007715191,1.0077152,enhancement
SNX19,-0.10018046,0.89981955,suppression
SNX21,-0.041425206,0.9585748,suppression
SNX25,-0.059081424,0.94091856,suppression
SNX27,0.024761505,1.0247616,enhancement
SNX29,0.034597676,1.0345976,enhancement
SNX3,-0.047499985,0.9525,suppression
SNX30,0.001254324,1.0012543,enhancement
SNX32,0.0040913126,1.0040913,enhancement
SNX33,-0.24950787,0.7504921,suppression
SNX5,-0.028182767,0.97181726,suppression
SNX6,0.005662604,1.0056626,enhancement
SNX8,-0.03260559,0.9673944,suppression
SNX9,-0.03222058,0.9677794,suppression
SOBP,-0.13739643,0.86260355,suppression
SOCS1,-0.057385292,0.94261473,suppression
SOCS2,-0.06732433,0.93267566,suppression
SOCS3,-0.055637736,0.9443623,suppression
SOCS4,0.07174827,1.0717483,enhancement
SOCS6,-0.025192445,0.97480756,suppression
SOCS7,0.0027191797,1.0027192,enhancement
SOD2,-0.061204873,0.93879515,suppression
SOD3,-0.2551765,0.74482346,suppression
SOGA1,0.08068215,1.0806822,enhancement
SOGA3,0.0019992122,1.0019993,enhancement
SOHLH1,0.030617565,1.0306176,enhancement
SOHLH2,0.066616036,1.066616,enhancement
SON,0.009839524,1.0098395,enhancement
SORBS2,-0.08725641,0.91274357,suppression
SORBS3,-0.026313538,0.97368646,suppression
SORCS1,-0.33950475,0.6604953,suppression
SORCS2,-0.04928478,0.95071524,suppression
SORCS3,0.026810028,1.02681,enhancement
SORL1,-0.030459175,0.96954083,suppression
SOS1,0.0075987936,1.0075988,enhancement
SOS2,0.034016617,1.0340166,enhancement
SOWAHA,-0.035666943,0.96433306,suppression
SOWAHB,-0.0028070917,0.9971929,suppression
SOWAHC,-0.082170226,0.91782975,suppression
SOWAHD,-0.00535249,0.9946475,suppression
SOX1,0.016263958,1.016264,enhancement
SOX11,-0.3735334,0.62646663,suppression
SOX12,0.09580429,1.0958043,enhancement
SOX13,0.1426279,1.142628,enhancement
SOX3,0.05071152,1.0507115,enhancement
SOX30,-0.053061653,0.94693834,suppression
SOX5,-0.0035107175,0.9964893,suppression
SOX7,-0.16372122,0.8362788,suppression
SOX8,-0.11561711,0.8843829,suppression
SOX9,-0.13920516,0.86079484,suppression
SP1,-0.00047609233,0.9995239,suppression
SP140L,-0.31821173,0.68178827,suppression
SP2,-0.034246255,0.96575373,suppression
SP6,0.022858795,1.0228587,enhancement
SPA17,-0.094206095,0.9057939,suppression
SPACA1,-0.017889006,0.982111,suppression
SPAG4,-0.0039808173,0.9960192,suppression
SPAG5,0.008327851,1.0083278,enhancement
SPAG6,-0.2888943,0.7111057,suppression
SPARC,-0.17049849,0.8295015,suppression
SPAST,-0.017728658,0.9822713,suppression
SPATA17,-0.039947953,0.9600521,suppression
SPATA2L,0.002512345,1.0025123,enhancement
SPATA32,-0.00401922,0.9959808,suppression
SPATA33,0.08485519,1.0848552,enhancement
SPATA41,-0.061955143,0.93804485,suppression
SPATA5,-0.033163037,0.966837,suppression
SPATA5L1,0.014581247,1.0145812,enhancement
SPATA7,-0.038458187,0.96154183,suppression
SPATS2,0.00024903423,1.000249,enhancement
SPATS2L,-0.002139425,0.99786055,suppression
SPCS1,0.013482651,1.0134827,enhancement
SPCS2,-0.060114868,0.93988514,suppression
SPDYA,-0.008753585,0.9912464,suppression
SPECC1,-0.03236495,0.96763504,suppression
SPECC1L,0.07002437,1.0700244,enhancement
SPEG,0.024152316,1.0241523,enhancement
SPEN,0.046893988,1.046894,enhancement
SPESP1,-0.4696421,0.5303579,suppression
SPG11,0.07182555,1.0718255,enhancement
SPG21,-0.055732753,0.9442673,suppression
SPG7,0.050823163,1.0508232,enhancement
SPHK1,-0.034128312,0.9658717,suppression
SPHK2,0.110355526,1.1103555,enhancement
